,id,ScreenName,Location,date,text,label
3071,3071,48023,"Bonn, Nordrhein-Westfalen",15-03-2020,"*SO* pround of my mothers in law: they organize a digital connectivity group for the elderly in their village, + neighbour self-help, + support for local economy (improvised ""online"" shopping, food delivery, pre-order vouchers, moral support, ...)!!! #FlattenTheCurve #Coronavirus",1
3073,3073,48025,"Flint, MI",15-03-2020,I absolutely love COVID 19 panic I can t get PTO because I m brand new to my team so I need to look into other ways to make money Unfortunately those ways are driving ride share and food delivery both of which people are avoiding So YEAH I M DOING GREAT HOW ARE YOU,1
3075,3075,48027,PH- CA- NYC- BC,15-03-2020,@ConcentrixPH can you please release your employees 13th month as early as now to help us out! #CoronaVirus #CoronavirusOutbreak we also need to stock food essentials and medicines for our families!,1
3076,3076,48028,"Soon, Republic of Australia",15-03-2020,"Gov advice to stock up on a few days food is a precursor/fair warning to full shutdown, expect it from end of Vic school term - 27 March - at latest. Aussies donÂt stock food like other countries/weÂre not preppers #auspol #coronavirus",1
3077,3077,48029,"Minneapolis, MN",15-03-2020,".@Target @Walmart @cubfoods @AldiUSA @HyVee 
Plan ahead: expect you're considering switching all shopping to curbside pickup in #Coronavirus hotspots (even Shipt) whether ordered online, or assist people with creating orders curbside. Distrib ctrs too? Prevent BECOMING hotspots!",1
3084,3084,48036,"California, USA",15-03-2020,"Most Americans during a pandemic:

Stock up on toilet paper and canned food

Me: so glad IÂm sitting on 1200 ÂCowboy Butts Drive Me NutsÂ bumper stickers and license plate frames

#coronavirus #covid19 #deepthoughts",1
3086,3086,48038,Melbourne Australia,15-03-2020,"Hooray! 
Woolworths to give elderly, disabled dedicated shopping hours amid COVID-19 outbreak https://t.co/i4uBPWprk6",1
3088,3088,48040,,15-03-2020,Night one of social distancing: Successfully spent over $200 shopping online ? #COVID19Aus #SocialDistancing #coronavirus https://t.co/Zzon5cs9BB,1
3089,3089,48041,"Groton, CT",15-03-2020,"Bless the employees at every store,our medical professionals,Police officers, EMTs,Firemen,Teachers,Retail,Military service members and everybody else out there each day during this chaos working to help others. You are appreciated! #coronavirus",1
3090,3090,48042,,15-03-2020,Is online shopping safe...shouls you disinfect things you've ordered? #coronavirus,1
3093,3093,48045,"Texas, USA",15-03-2020,"@SylvesterTurner Also global retail stores are either adjusting their store hours or closing temporarily til the end of the month, so why not follow in their footsteps to keep everyone safe?! Please donÂt be the cause of the virus spreading by not taking",1
3099,3099,48051,"Valle del Cauca, Colombia",15-03-2020,ATTN BEER TWITTER AND TWITTERERS OF BEER If you re going to stock up on beer for your buy from your local shop or liquor store Whole Food amp Amazon do not need you money The small business owners in your neighborhood do 19,1
3101,3101,48053,"Washington, DC",15-03-2020,"6. Despite an outbreak within its own workforce, @kroger will still not provide paid sick leave. Instead, it will provide two weeks paid sick leave ONLY to employees that: 1. Test positive for COVID-19, and 2. Are formally ordered to be quarantined

https://t.co/19uNybttHl",1
3103,3103,48055,"Sydney, New South Wales",15-03-2020,"common sense #coronavirus - dont touch anybody or items others have touched with bare hands-stock up for winter mths SLOWLY &amp; freeze what you can,stay home as much as possible,keep kids home as much as possible, don't visit the elderley but make sure theyre ok with medicines/food",1
3105,3105,48057,"New Jersey, USA",15-03-2020,"Remarkable effort to prevent Covid _19 all around the world , Keep hygienic surroundings and self sanitation around ... Need not panic , healthy food , drink Luke warm or Boil purified water ... praying for everyoneÂs health and those who are suffering , recover soon ..",1
3106,3106,48058,North Sherman Oaks,15-03-2020,"from being infected with COVID-19 and let them attend to elderly people. -we canÂt Panic for food 
There wonÂt be shortages. Know Elderly folks with health issues are vulnerable.
As healthy person lets support local workers and economy-shop and eat local!
Thank you :) 2/2",1
3108,3108,48060,"Kentucky, USA",15-03-2020,"""Donald Trump reportedly tried to poach German scientists working on aÂ cure for the coronavirusÂ so he could secure exclusive rights to a potential vaccine for the US only."" #Coronavirus 

To trump, a human life exists solely as a consumer or his pawn.

https://t.co/hdgF5e6OFt",1
3115,3115,48067,"London, England",15-03-2020,"#CoronaVirusUpdates 
I'll be chairing a Q&amp;A session on #CoronaVirus at 1830. We'll have a panel of experts to answer your questions about health, consumer and employment rights during this time. Please reply to this tweet with your questions or to @skynews or use #AskSkyNews",1
3117,3117,48069,"Pennsylvania, USA",15-03-2020,Question: Is e-commerce shopping and online grocery delivery a good solution to the #StayAtHome movement or is shipping of packages and group handling of groceries also negatively contributing to the situation? #coronavirus,1
3118,3118,48070,,15-03-2020,"Protect yourself from CoronaVirus, for it's better than trying to cure. Remain safe, and remain healthy.

#covid19 #coronavirus #corona #pandemic #virus @ Jollof Trade Online shopping https://t.co/oeHviqz44J",1
3120,3120,48072,"Lakewood, OH",15-03-2020,Please remember that even if you are shopping mostly online to please particularly at this time If you re not sure if your favorite store delivers give them a call and ask They just might,1
3125,3125,48077,"Essex, England",15-03-2020,"Great email from @sainsburys CEO regarding panic buying &amp; supporting all families through Covid-19! 

ÂI wanted to personally reassure you that we have more food &amp; other essential items coming to us from manufacturers &amp; into our warehouses &amp; distribution centres.Â
#coronavirus https://t.co/54p5porYVD",1
3129,3129,48081,,15-03-2020,#ReduceFoodWaste #FoodWaste will happen because those canned food items people hoarded and wonÂt eat will expire. Most Americans probably already had tons of food in their pantry. They didnÂt need to stock up with 2 years of canned goods. #COVID?19 #coronavirus https://t.co/nQVHTUmvrw,1
3130,3130,48082,,15-03-2020,@Tesco @AsdaServiceTeam @sainsburys @morrisons I keep hearing that people have booked up all the future delivery slots online. Can you let us know what you will do to ensure that people who have no one else to do their shopping can have supplies delivered,1
3132,3132,48084,"Sydney, New South Wales",15-03-2020,Well I guess thereÂs still online shopping so thank God for that. #cowboyboots #shoppingismycardio #coronavirus https://t.co/rQya1wumMd,1
3134,3134,48086,"San Diego, CA",15-03-2020,"Noticing lots of unhealthy foods - meat, dairy, and processed junk - wiped out by #coronavirus hoarding histeria, but the tastiest and healthiest (whole food plant-based) foods are in stock! Yet another reason - in addition to optimizing oneÂs health - to be #PlantBased ???",1
3136,3136,48088,"Burlington, Ontario",15-03-2020,"CONSUMER ALERT. Please be mindful of all rebooked
@AirCanada travel arrangements due to #COVID?19. They're changing tickets to alternate far away destinations w/ no connections to your destination &amp; penalizing passengers who won't accept it. #COVID2019 #Travel #airlines @CTA_gc https://t.co/ALm4rA1GJb",1
3138,3138,48090,twiceÂitzyÂmina's upper mole,15-03-2020,"gdi i need keep in mind that food at home is for covid-19 food stock

not for midnight snacks :)))))))))))))))))))))))))))))))

i need to hit the gym again gdi, it's been like 3 months already yeezus christ

day by day
i am
getting
fatter and fatter
and fatter",1
3139,3139,48091,,15-03-2020,People stock buying due to in 2020 but my asian parents been stock buying since I can even remeber South asians are always prepared when it comes to food,1
3140,3140,48092,,15-03-2020,It s time to get serious about COVID 19 Have enough food and supplies for 14 30 days but not more than that Don t stock up and leave store shelves bare Others need things too You are not alone Check in with your neighbors especially the elderly 1,1
3142,3142,48094,,15-03-2020,We ve created a Majestic FAQ to answer some of your key customer queries which you can find online here This is an ever changing situation but you can still enjoy shopping at your Majestic in store or with free home delivery,1
3144,3144,48096,"Pakhtunkhwa, Pakistan??",15-03-2020,"Somebody plz tell me, is it safe to shop online amid #coronavirus? 
?",1
3147,3147,48099,"Manhattan, NY",15-03-2020,"@NotOneMoreBlock @NYCMayorsOffice @NYGovCuomo @adequatehousing @nycdh @HealthNYGov @monicamoralestv @PIX11News Stay safe R Â seems like weÂre heading for an entire city #shutdownNYC, stock up on food, meds etc. This is so surreal I canÂt even fathom, b",1
3149,3149,48101,"Kingston, Ontario",15-03-2020,"***** OUR ONLINE SHOPPING DEAL *****
There have been a lot of posts about COVID-19 and its effect on local businesses. Without a doubt it having an impact. But I want to assure you that we are still open from 10 a.m. to 5 p.m. daily. https://t.co/3X6NYvE1Wd",1
3150,3150,48102,"Colorado, USA",15-03-2020,"@jhall @karaswisher This beach crowding, concerts, influx at internat'l airports is going to make COVID-19 explode. We have to act like  every person we see is a carrier. Stay home, wear gloves, bleach surfaces, ask for non-contact home delivery of food i",1
3151,3151,48103,"Texas, USA",15-03-2020,Heartfelt prayers to anyone infected with 19   God bless the doctors and nurses working round the clock Thank you Big thank you to all employees and anyone in the grocery store business dealing with this madness,1
3155,3155,48107,"Minnetrista, MN",15-03-2020,"Thanks for coming by our food shelf today RT @WCCO: As the push for food continues to grow during the COVID-19 outbreak, those who need it most may have a hard time getting it. | https://t.co/Zjvd2hmQ6c https://t.co/fDZYV3PN0p",1
3158,3158,48110,Durham NC,15-03-2020,"What did you do to prepare for Covid-19? Did you stock pile food, cleaning supplies? If you are in one of the hot spots, whatÂs it like in your area? Schools closed? If so, how long? Is testing available? #COVID?19 #StayHome #covid #CoronaVirusUpdates",1
3159,3159,48111,"London, England",15-03-2020,"Just a thought.. wouldnÂt it be beautiful if all the supermarkets temporarily shut their stores for 1 hour every morning and only let the elderly &amp; those with disabilities in, to actually BE able to shop for what they need #coronavirus..

@Tesco @asda @sainsburys @LidlGB @AldiUK",1
3161,3161,48113,Base of Pikes Peak,15-03-2020,"Staying home due to the #coronavirus? Here's what to stock in your fridge and pantry. To stay healthy, it's important to stock up on foods that pack a nutritional punch. Here's what to add to your shopping list. - https://t.co/yKjq4F0xEt #food #groceries #health #immunity",1
3163,3163,48115,DMV,15-03-2020,"@BreeNewsome I guess I answered my own question. We should stock up on food &amp; supplies and then self-quarantine (for as long as possible), even if self-quarantining doesn't become mandatory. @BreeNewsome please tell me your thoughts. #COVID?19 #corona",1
3164,3164,48116,"RTP, NC USA & Indore, India",15-03-2020,"COVID-19 will have a long term impact on travel industry. Stay away from airline and hotel stocks for now. The demand for oil may also be impacted, so avoid energy sector also. As people stay home, online shopping will get a boost. Retail and tech sectors should see a boost.",1
3167,3167,48119,"San Diego, CA",15-03-2020,"Got to give a lot of respect to all the grocery store workers out there during this #coronavirus outbreak. I can only imagine what it's like working a cash register right now...

If you're at or going to the grocery store, buy a coffee or snack for them!",1
3171,3171,48123,"Washington, DC",15-03-2020,"Confirming goods out/going out of stock from food store

Someone loves their frozen french fries; making a meal with all the missing hamburger beef packages? 

#COVID19 #Coronavirus https://t.co/KuiDdsKti9",1
3172,3172,48124,"Washington, DC",15-03-2020,"Confirming goods out/going out of stock from food store

band-aid &amp; band-aid like products going out of stock; appears someone is anticipating a lot of cuts to be made

#COVID19 #Coronavirus https://t.co/dqa3mwcrGz",1
3178,3178,48130,,15-03-2020,"@bbcnews
 @matthancock ordering groceries online is great for those of us who are internet savvy. Some elderly people aren't familiar with online shopping #coronavirus #isolation #elderly",1
3179,3179,48131,"Cheltenham, UK.",15-03-2020,"For all of you Ânewly diagnosedÂ coeliacs, please leave some items on the supermarket shelves for children or the older population who have the disease. IÂm fine, I can do without, but they canÂt. Thank you. #coronavirus",1
3181,3181,48133,,15-03-2020,"One month later and I still can't purchase items online lol. 

Is @hm a real place? 

When everyone else is encouraging shopping online and social distancing due to #covid_19 your online platform is STILL not working?

@hm_custserv",1
3184,3184,48136,Bostin Wolverhampton,15-03-2020,"@JenniferBMorri2 @jane_troake @Mrs_J_Bananas @AllNightShow @SoxandD @TheVicarageCat @RothesayTownCat @BelvidereCats @JLHerms @aka_layla Here's Olly's stash.
What I haven't got, I'll do without,
but I always make sure Olly always has plenty of food in ",1
3185,3185,48137,,15-03-2020,"Worldwide COVID-19 LOCKDOWN may occur, please stock up on Food, Water &amp; First Aid, get some antivirals plus vitamins C &amp; D.
https://t.co/IVuSnnAshj
richmond whistler surrey langley burnaby dentist accountant realtor blackpink bts exo fx redvelvet twice covid19 prepper firefighter https://t.co/d5R7vPTmJg",1
3187,3187,48139,Kuala Lumpur,15-03-2020,"FRIENDS, PLEASE DON'T PANIC BUY! If everybody buys rationally, stock up one or two weeks in advance, it gives time for supplies to meet demands. Govts's economic stimulus must ensure supplies of essential supplies are increased. #COVID?19",1
3190,3190,48142,"Swords, Co Dublin, Ireland.",15-03-2020,"With the pubs closed, I guess the gatherings are moving to home parties. I spotted a bunch of lads loading up the car with cases of beer at the supermarket. 
#COVID?19 #Coronavirusireland #coronavirus #coronavirusuk #Covid_19 #COVID19",1
3191,3191,48143,"Waldo, WI",15-03-2020,"Human being pro tip #1: If you cuss out a retail worker because the store is out of toilet paper, but then say ""I know it's not your fault,"" you're still an asshole. #coronapocolypse #coronavirus #panicshopping",1
3192,3192,48144,,15-03-2020,"@mattZillaaaa In all seriousness, folks are dumping their pets at the shelters due to COVID-19 panic. If you can help out by donating food for other supplies to a local shelter and/or adopt a new best friend it would be most helpful. Thank you for your ki",1
3193,3193,48145,"Washington, DC",15-03-2020,"@melissagira Which is why we hope you'll sign our petition ending the dreaded sham, and supporting working people: https://t.co/oZCNsHYq64",1
3195,3195,48147,"Pune, India",15-03-2020,"@MoHFW_INDIA A sincere request to all related to COVID-19
Food Supply: Do not unnecessary stock groceries.  Just like how we all must keep extra cash at home for any unforeseeable emergencies, same holds true for groceries.",1
3204,3204,48156,Mind your business,15-03-2020,Coronavirus Tip: Most grocery stores have online shopping with curbside pickups. Some even offer at home delivery. Reduce contact by using these resources and help older relatives use them as well! #coronavirus,1
3207,3207,48159,,15-03-2020,"if you work at a fast food/restaurant/retail store have they asked you to do extra cleaning, trained you again or recently on anything with Covid-19 related cleaning/safety?  See Pics in comments #StayTheFHome",1
3208,3208,48160,,15-03-2020,"ItÂs munchies season ...
Stock up on all junk food
Stay in
Smoke weed

All thanks to the #coronavirus",1
3210,3210,48162,"Bucharest, Romania",15-03-2020,"According to French retailer Carrefour, vegetable deliveries increased by 600% YoY. https://t.co/4bptQhHIda

The same case I have seen with one of my client's online grocery shopping. Organic traffic grew by 3x cause most people stay home safely &amp; buy something from the web. https://t.co/Dlajn1izkT",1
3211,3211,48163,"Texas, USA",15-03-2020,"Food sections at Grocery Stores around the world are beginning to look like these below! Meanwhile on the other side of the store, people are forgetting to stock up on Medicine, Vitamins &amp; Antibiotics. #coronapocolypse #COVID?19 #HighRiskCovid19 #coronavirus #CoronaVirusUpdates https://t.co/OI8jLkTslW",1
3214,3214,48166,,15-03-2020,#bsyediyurappa Dear sir please Close the high Street store also like Commercial Street Jayanagar Brigade Road we are not safe working in Retail Store due to this #CoronaVirus,1
3215,3215,48167,United States,15-03-2020,"COVID-19 FACTS

Testing does not cause ot cure the virus

99.99% of population will not die if they get it

Grocery stores will not run out of food, so stock piling is nuts, food industries are at work

Supply chain from China back to 100%

Media is hyping this entire thing!",1
3216,3216,48168,UK,15-03-2020,@Lord_Sugar @richardbranson are two very wealthy men. I would like to see them and others like them do their bit by making large scale donations to food banks. Greater demand is inevitable due to Covid 19 and the Gig economy. Should  #BransonSugardonate?,1
3219,3219,48171,,15-03-2020,@Lauras_Views I've actually seen some influencers... not all but some say they won't talk about covid-19. And then go on to post links from their online shopping baskets telling people it's a good way to pass the time. They don't have to harp on about it ,1
3221,3221,48173,New York ,15-03-2020,"#Quarantine #coronavirus #Elderly #Food #toiletpaper When people are asked to Quarantine for 7-14days, they are right away homebound. Not everyone has access or know about online shopping. Many live alone and don't have help. Government, we need to help them get supplies.",1
3223,3223,48175,,15-03-2020,"With all that is going on these days its important to keep our sense of humor and help each other out. We deliver meds. right to your door and at pharmacy prices. Please like and share any of our posts and help us get the word out!

#quoteoftheday #coronavirus https://t.co/YqKs4ufyrW",1
3224,3224,48176,Southwestern Lower Michigan,15-03-2020,"Just got back from the grocery store. Still no hand sanitizer or hand soap, limited TP. But bottled water and bread were full. Vibe was like any other Sunday. #coronavirus #panicshopping #StayCalm",1
3228,3228,48180,Northern Ireland,15-03-2020,"*small voice in the wilderness

Buy what you need so others can buy what they need.
Please.
Let's remember the people who can't afford to stock up, donate if you can to your local food banks.
#coronavirus has arrived, we're all doing ok.",1
3229,3229,48181,Bend Oregon,15-03-2020,"As a Family We are United- Countering #CoronaVirus Hysteria-Panic, Making Travel Plans. Off to discounted luxury hotels, ancient historical sites, and of course tons of delicious local food-dining (I say Âof course, because as many of you know: I love food!). https://t.co/dYMtOImxBK",1
3230,3230,48182,,15-03-2020,"@Google_Comms @realDonaldTrump @vp @parscale President Trump, I strongly recommend that you offer work at home online jobs for anyone affected by Coronavirus.  Please remember some of us are living paycheck to paycheck and cannot buy food or stock up like",1
3233,3233,48185,Boston and Cape Cod ,15-03-2020,"Also, Gov Baker isn't yapping about stock market or Fed Reserve: he's talking about REAL concerns of ordinary ppl, ensuring that needs --healthcare, food, gov't services -- will be met. In contrast to Trump: emphatic but compassionate. #coronavirus #Covid_19  #COVID?19 #Covid19",1
3234,3234,48186,"Forest Grove, Oregon, USA",15-03-2020,"In #Mexico they have Corona AND hand sanitizer.
#coronavirus https://t.co/QidFeOjbS4",1
3237,3237,48189,Deplorable Kekistani Bunker in Soviet Seattle,15-03-2020,"""...or in informal direct to consumer settings...""

 'hey sweetie, want a test kit?'  

#coronavirus  #CoronaVirusUpdates #COVID19  #COVID?19   #FakeTestKits https://t.co/HoJfQzJlWd https://t.co/vEcrxS3yIK",1
3238,3238,48190,"Dublin City, Ireland",15-03-2020,"?? &amp; community spirit shining here in Stoneybatter. @lilliputstores will remain open to all their 2 legged &amp; 4 legged customers on a takeaway basis. Food,drink &amp; nibbles in stock.
Before close today, ? &amp; ?given to customers for free ?
Thank you all
#supportlocal #coronavirus https://t.co/YvhJ2OzyaQ",1
3244,3244,48196,"Kilfenora, Co. Clare, Ireland.",15-03-2020,Good to see people using online food shopping! #coronavirus https://t.co/3bNkfNJN1x,1
3246,3246,48198,"Washington, DC",15-03-2020,This is a great idea. Grocery stores in the US should set an hour at opening for people over the age of 60 and other especially vulnerable individuals. https://t.co/2SdPn2fJm9,1
3252,3252,48204,"Satellite Beach, FL",15-03-2020,Make sure you stock up on compassion #coronavirus #stockup #compassion #staykind,1
3255,3255,48207,"Welwyn Garden City, East",15-03-2020,Supermarkets including Tesco have sent this message to customers: we are doing everything we can to ensure you and your families have the food and essentials you need. We ask everyone to shop as they normally would - there is enough for everyone. https://t.co/v655SKv80i,1
3258,3258,48210,,15-03-2020,"Daily 4pm update. Across 50 states and DC we've tracked:
3,173 positives
22,548 negatives
2,242 pending.

Total # of people tested: 27,963.

Before trying to interpret this data, please read over our notes about how each state reports data differently: https://t.co/NFXhO4sAG7. https://t.co/tnECTqQvrr",1
3259,3259,48211,"Ithaca, NY",15-03-2020,"@Cornell_Library An online grocery shopping platform is helping locals get food during the COVID-19 outbreak.
https://t.co/E7ykocM6Tq",1
3261,3261,48213,"Queens, NY",15-03-2020,Maybe the #panicshopping over #coronavirus for #bogroll and other food staples wasnÂt out of place seeing as though @woolworths canÂt stock their shelves and wonÂt be getting any deliveryÂs until further notice....... better call the CEO again hey @ScottMorrisonMP https://t.co/1Tns2Kx9pZ,1
3262,3262,48214,"Yorkshire, England ",15-03-2020,"***IMPORTANT MESSAGE RE: COVID-19 CORONAVIRUS. PLEASE READ***

?? I have seen a few posts online lately saying that people are slowing down their internet shopping because they may be worried about coming intoÂ https://t.co/eNm3bgkrRn",1
3263,3263,48215,,15-03-2020,Government cancels all events tells people to stay at home only to go out to get food Result huge queues and lots of people in the supermarket where the chance is obviously higher to get 19 The video of the line in front of the Aldi supermarket is an old one,1
3264,3264,48216,,15-03-2020,"DonÂt let COVID-19 panic keep you away from your fave Sunday Brunch! We deliver free of charge within 5 mile radius.
Let us feed you our delicious organic food made with love and care.
@TWSCafeRVA @ The Wooden SpoonÂ https://t.co/SyaVeLcjQL",1
3266,3266,48218,"British Columbia, Canada",15-03-2020,"Lowering interest rates can not kill #coronavirus, but it may increase food and drug prices.  It could be even worse.  Fluctuations in stock prices leave the market to decide.  People have only once life, the Fed needs to focus more on saving lives. https://t.co/1gdjdFj0Gl",1
3267,3267,48219,"British Columbia, Canada",15-03-2020,"@CNBC Lowering interest rates can not kill the #coronavirus, but it may increase food and drug prices.  It could be even worse.  
Fluctuations in stock prices leave the market to decide.  People have only once life, the Fed needs to focus more on saving",1
3272,3272,48224,"Lawrenceville, Georgia, USA",15-03-2020,"Please donate to your local food bank to help them deal with increased demand due to COVID-19. Many ppl, esp service workers, will be facing reduced income due to cut in hours, reduced tips, etc., as ppl stay home.",1
3274,3274,48226,"Redondo Beach, CA",15-03-2020,"Of all the credit cards I carry only my #Apple Card emailed me and offered 30 days no interest and no payment due in March to help with #coronavirus.  Nothing from #amex, or any of my #visa cards.   Before you hate on Apple, know they care about the consumer.",1
3276,3276,48228,Pakistan,15-03-2020,@logicsayz @newscomauHQ @ScottMorrisonMP Thank the #Chinese community emptying the shelves of every major supermarket of basic necessities. First they did this to our housing market now they're doing the same to our food. #COVID?19 #Covid_19 #COVID19aus,1
3277,3277,48229,"London, England",15-03-2020,"Hello my all  neighbor do not panic  for food. If you not have  a  food to eat  because covid 19 .out of stock in supermarkets  I will deliver you vegetarian meals for you free for every human being nearby me ha2 harrow.  No matter if you are white, black, red, yellow or brown.",1
3281,3281,48233,"New York, NY",15-03-2020,"LVMH announced that it will use some of its facilities to produce its own hand sanitizer in response to a shortage caused by the coronavirus epidemic. ""These gels will be delivered free of charge to the health authorities,"" according to the company. https://t.co/XTqrVyqVAF",1
3284,3284,48236,"Washington, DC",15-03-2020,"""It would be great if we could get the news correctly, it would be wonderful,"" 

--@realDonaldTrump https://t.co/q1O6yYPANr",1
3290,3290,48242,Australia,15-03-2020,"WeÂre launching a dedicated shopping hour in our stores to help support the needs of the elderly &amp; people with disability in the community. From tomorrow until at least friday, weÂll be opening exclusively for them to shop from 7-8am, where permitted.",1
3291,3291,48243,,15-03-2020,"Thank you to all the people who reported to work at a hospital, pharmacy, grocery store or other retailer selling critical supplies.  I appreciate you.  Particularly your patience dealing with the people who are afraid and difficult. #COVID?19 #coronavirus #CoronaVirusUpdates",1
3292,3292,48244,"Chicago, IL",15-03-2020,"Tips for staying safe during COVID 19:

stock up on food as the prices will rise
nuts and razor blades can be traded for morphine from small children,
DO NOT TAKE THE TRAVELER'S DEAL

thank you for listening and stay safe oynon",1
3295,3295,48247,"Atlanta, GA",15-03-2020,We are proud to always put the interests of customers first. That is why you will find we are fully stocked with our #handsanitizer at the same great prices you love! #zirnelle #covid_19 #health https://t.co/NaSrbiqGCv,1
3302,3302,48254,On the edge of your periphery,15-03-2020,"While we are all #SocialDistancingNow because of the #coronavirus and doing all of our shopping online, why not take a look at https://t.co/wyhYb5SSUO and take advantage of 20% off with this sale until Mar 17? Use code: ARTSY20 at checkout. https://t.co/GO4MXUwMlo",1
3305,3305,48257,"Santa Monica, CA",15-03-2020,what better #time to fast (nofood) for a #weekend than during the first #coronavirus #nordic run on food stores? To all my friends in #italia I want to #shoutout all my #respect for what you are doing and how youÂ https://t.co/2x8aQQowmJ,1
3307,3307,48259,,15-03-2020,"my dadÂs korean restaurant in san francisco has lost 2/3 of our business this past month due to #coronavirus ? if youÂre in the area &amp; want yummy food, please stop by/pick up togo! support your local businesses ??? 

han il kwan: 1802 balboa st, san francisco CA 94121 https://t.co/cHONInrqE5",1
3311,3311,48263,Ireland,15-03-2020,I work in a Homebase and in 7.5 hours served 743 people. Almost 100 people an hour. In a fucking DIY store. God love the grocery and pharmacy retail workers. #StayAtHome #coronavirus,1
3312,3312,48264,,15-03-2020,Should U.K. supermarkets consider temporarily employing people who have been temporality laid off from companies like @British_Airways to help prevent an increase in unemployment but also help with the demand of food shopper. #coronavirus #supplyanddemand #COVID19,1
3313,3313,48265,,15-03-2020,@Victori21921904 12yrs my family has made fun of me saying passive aggressive things i was even made fun of when i told them about covid-19 now they are freaking out and are panic buying and acting like i have not had a BOB and bags of food this whole tim,1
3315,3315,48267,,15-03-2020,"Can we not panic over COVID-19?
we all know that the climate change and astroids and population growth and food shortage and alliens and skynet with terminators and what not are gonna kill us in a few years anyway. Im just sayin.....
#ClimateChange #COVID?19 
#panicshopping https://t.co/dvLbHEu9JY",1
3321,3321,48273,KC,15-03-2020,Driving to the grocery store today listening to @JasonIsbell . Anxiety came on and I replaced that word with #Covid_19 and it seemed to fit in so many ways...,1
3322,3322,48274,"Reno, NV",15-03-2020,COVID-19 Update. We will be TEMPORARILY closing our retail store beginning tomorrow March 16th. Lets put people over profits.? - https://t.co/Nj6LTonFww https://t.co/5zDHpzSW9W,1
3333,3333,48285,"Miami, FL",16-03-2020,ThatÂs good advice. #keepcalmamdcarryon #stoppanicbuying #coronavirus https://t.co/NvkajVeYWJ https://t.co/g3UXl3qsRd,1
3335,3335,48287,#TRUMP/GOP=GOVERNMENT OF PUTIN,16-03-2020,3 Support local small businesses by buying gift cards or shopping online The pandemic is taking a toll on our local businesses  amp it s b c social distancing is the responsible thing to do But you can still buy gift cards now to use later,1
3336,3336,48288,Ghana,16-03-2020,"As you protect yourself from #covid_19 , also remember to nourish your body and stock some food.
#WhereGhanaEats ??????
?@womensnutritiongh https://t.co/ntadS0zUnk",1
3340,3340,48292,Boston,16-03-2020,NEW from me on hitting the retail industry hard I worked the phones all weekend and talked to multiple small and medium businesses The verdict Store closures in the U S could explode because of And more bankruptcies More here,1
3341,3341,48293,"Los Angeles, CA",16-03-2020,Restaurant and bar owners if you won t be able to sell all the food you have in stock due to COVID 19 closures please consider giving some to your staff who now has no work to take home and to the homeless,1
3342,3342,48294,,16-03-2020,"With so much #SocialDistancing across the globe due to #coronavirus , the load on Social media like Twitter, Facebook , WhatsApp and online shopping is going to be high.",1
3343,3343,48295,,16-03-2020,Me after selling 2 hand sanitizers in double prices which i bought 2 months ago,1
3345,3345,48297,1616 Camden Road CLT NC 28203,16-03-2020,"After careful consideration, as of today, March 16th, our Southend flagship store will be closed indefinitely. In an effort to be as agile as possible, we will asses the situation on an ongoing basis so that we can quickly re-open when it is safe to do sÂ https://t.co/XpkjeUcpP6 https://t.co/pKVSFyQBes",1
3347,3347,48299,"Bentonville, Arkansas",16-03-2020,COVID-19 Concerns &amp; Consumer Confidence Drop - 8th &amp; Walton News Now https://t.co/scguImjr7a,1
3349,3349,48301,"Petaling Jaya, Selangor",16-03-2020,LIST OF ONLINE GROCERY STORES Keep yourself safe at home during this covid 19 season Here is a list of online grocery shopping stores you can use KLANG VALLEY GROCERIES  ,1
3351,3351,48303,nini | '97 | tuhronno,16-03-2020,is it safe to do online shopping in this stage of covid-19????? i just want to order makeup ?,1
3352,3352,48304,"Hillsboro, OR",16-03-2020,We now have a hotline dedicated to complaints about price gouging Have you seen prices for consumer goods increase by more than 15 at a store or online vendor We want to hear from you   us at 503 378 8442 Or visit us at,1
3353,3353,48305,"New York, USA",16-03-2020,We are working to support our neighbors in need to the best of our ability during the pandemic but we need your help to purchase 37 truckloads of shelf stable food which will be necessary to meet demand Please visit to donate,1
3364,3364,48316,?? ???? 331,16-03-2020,@dcislamabad And please make sure that retail prices must be mentioned on bottles as in #Lahore prices are not mentioned on these #handsanitizer and bcz of that every store is selling on their own prices #CoronavirusOutbreak #COVID2019 https://t.co/LfQQgH,1
3366,3366,48318,fl,16-03-2020,@damianekf @whoisaddison thanks for volunteering to help those in need prepare and stock up for this covid-19 pandemic ?? you didnt need to drop $10k on all the supplies and food but you still did ????,1
3367,3367,48319,I'll be watching,16-03-2020,"The only #coronavirus panic buying IÂve done is for dog food. IÂm not proud of myself, but on the other hand itÂs nice to know IÂm not entirely devoid of unconditional love and have some parental instincts.",1
3368,3368,48320,,16-03-2020,"Amazon hiring 100,000 new distribution workers to keep up with online shopping surge caused by #CoronavirusOutbreak

 #coronapocolypse
#COVID2019

ByÂ Clare Duffy,Â @CNN Business
Updated 5:24 PM ET, Mon March 16, 2020

https://t.co/N9mHOgRM8N",1
3370,3370,48322,United States,16-03-2020,James might not see this but Doing online grocery shopping can help slow lessen the amount of people shopping in the stores We have On the go shopping Wal Mart has it Hannaford has it,1
